Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
pima-withheaders,8,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,52.0,25.0,0.0,67.53246753246754,32.467532467532465,0.0,0.26833903458760927,0.3246753246753247,0.5698028822981898,71.36384231989118,119.41159432934317,71.96830017538234,26850.0,-26778.031699824616,0.9346532490309395,348.7012987012987,-347.76664545226777,18.52889458177107,0.24063499456845544,25.745911097826806,0.48148148148148145,13.0,0.22,11.0,0.78,39.0,0.5185185185185185,14.0,0.5416666666666666,0.48148148148148145,0.5098039215686274,0.2693793281882624,0.6307407407407407,0.4426206509539843,0.6753246753246753,0.41384319384319385,0.5861568061568062,0.3246753246753247,0.6677591276647881,0.6753246753246753,0.6705036824968293,0.2693793281882624,0.6307407407407407,0.6206717912488557,0.6335427374833429,0.6753246753246753,0.0,0.0,6.680000000000001E-4,2.3E-5,0.668,0.023,1426.0,71476.0,9462.0,67.53246753246754,50.0,?
pima-withheaders,8,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.3036925395629238,0.3116883116883117,0.5582905262390825,68.50928862709554,116.9989901916448,71.96830017538234,25776.0,-25704.031699824616,0.9346532490309395,334.75324675324674,-333.8185935042158,20.666470805515512,0.2683957247469547,28.716074653913722,0.5185185185185185,14.0,0.22,11.0,0.78,39.0,0.48148148148148145,13.0,0.56,0.5185185185185185,0.5384615384615384,0.30420509650684807,0.6492592592592593,0.4592015392015392,0.6883116883116883,0.3897931697931698,0.6102068302068302,0.3116883116883117,0.6833766233766234,0.6883116883116883,0.6853734500793325,0.30420509650684807,0.6492592592592593,0.6336532298869961,0.6515837104072397,0.6883116883116883,0.001,0.0,6.64E-4,2.0E-5,0.664,0.02,1354.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,8,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,51.0,25.0,0.0,67.10526315789474,32.89473684210526,0.0,0.2187499999999999,0.32894736842105265,0.5735393346764044,72.66711341933315,120.87675290547935,70.45387453942844,26850.0,-26779.546125460573,0.9270246649924795,353.2894736842105,-352.36244901921805,17.059185082044483,0.22446296160584844,24.213267465506906,0.38461538461538464,10.0,0.18,9.0,0.82,41.0,0.6153846153846154,16.0,0.5263157894736842,0.38461538461538464,0.4444444444444444,0.224179415327122,0.6023076923076923,0.41295546558704455,0.6710526315789473,0.4664372469635627,0.5335627530364373,0.32894736842105265,0.6532779316712835,0.6710526315789473,0.6562277969065967,0.22417941532712202,0.6023076923076923,0.6072253000923361,0.6053997923156802,0.6710526315789473,0.001,0.0,6.62E-4,2.1000000000000002E-5,0.662,0.021,1426.0,71577.0,9361.0,67.10526315789474,50.0,?
pima-withheaders,8,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,53.0,23.0,0.0,69.73684210526316,30.263157894736842,0.0,0.333841463414634,0.3026315789473684,0.5501196042201808,66.85374434578648,115.94090840395603,70.45387453942844,24702.0,-24631.546125460573,0.9270246649924795,325.0263157894737,-324.0992911244812,21.3307602386352,0.2806678978767789,30.276206068266355,0.5769230769230769,15.0,0.24,12.0,0.76,38.0,0.4230769230769231,11.0,0.5555555555555556,0.5769230769230769,0.5660377358490566,0.3339815779363246,0.6684615384615384,0.46524966261808365,0.6973684210526315,0.3604453441295547,0.6395546558704454,0.3026315789473684,0.7002625611648168,0.6973684210526315,0.6986949936304455,0.3339815779363246,0.6684615384615383,0.650797576648388,0.6668572517629121,0.6973684210526315,0.001,0.0,6.590000000000001E-4,2.0E-5,0.659,0.02,1402.0,71577.0,9361.0,69.73684210526316,50.0,?
pima-withheaders,9,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,50.0,27.0,0.0,64.93506493506493,35.064935064935064,0.0,0.22338438550616366,0.35064935064935066,0.592156525463792,77.07294970548247,124.0961690347356,71.96830017538234,28998.0,-28926.031699824616,0.9346532490309395,376.5974025974026,-375.6627493483716,14.25374213428216,0.18511353421145663,19.80558398565294,0.48148148148148145,13.0,0.26,13.0,0.74,37.0,0.5185185185185185,14.0,0.5,0.48148148148148145,0.49056603773584906,0.22347685044988602,0.6107407407407407,0.4225589225589226,0.6493506493506493,0.4278691678691679,0.5721308321308322,0.35064935064935066,0.6464222052457347,0.6493506493506493,0.6477785244831762,0.223476850449886,0.6107407407407407,0.6064128130591079,0.6116196525312909,0.6493506493506493,0.001,0.0,6.590000000000001E-4,2.2E-5,0.659,0.022,1402.0,71476.0,9462.0,64.93506493506493,50.0,?
pima-withheaders,9,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.2655007949125597,0.3116883116883117,0.5582905262390825,68.50928862709554,116.9989901916448,71.96830017538234,25776.0,-25704.031699824616,0.9346532490309395,334.75324675324674,-333.8185935042158,20.6664708055155,0.26839572474695456,28.716074653913704,0.4074074074074074,11.0,0.16,8.0,0.84,42.0,0.5925925925925926,16.0,0.5789473684210527,0.4074074074074074,0.47826086956521735,0.27383489215509355,0.6237037037037036,0.44365965418597,0.6883116883116883,0.44090428090428085,0.5590957190957191,0.3116883116883117,0.6732269545336695,0.6883116883116883,0.6727523684045422,0.27383489215509355,0.6237037037037036,0.6180182981983722,0.6280193236714975,0.6883116883116883,0.001,0.0,6.969999999999999E-4,2.9E-5,0.697,0.029,1402.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,9,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,59.0,18.0,0.0,76.62337662337663,23.376623376623378,0.0,0.43886639676113365,0.23376623376623376,0.48349377841522817,51.38196647032165,101.32409772309076,71.96830017538234,19332.0,-19260.031699824616,0.9346532490309395,251.06493506493507,-250.1302818159041,33.491928147982165,0.4349601058179502,46.53705599043521,0.48148148148148145,13.0,0.08,4.0,0.92,46.0,0.5185185185185185,14.0,0.7647058823529411,0.48148148148148145,0.5909090909090909,0.4618833599503053,0.7007407407407408,0.5500099029510794,0.7662337662337663,0.3647522847522847,0.6352477152477152,0.23376623376623376,0.7659791189202955,0.7662337662337663,0.7502951593860684,0.4618833599503053,0.7007407407407408,0.6846017745941352,0.7136363636363636,0.7662337662337663,0.001,0.0,7.09E-4,4.0E-5,0.709,0.04,1426.0,71476.0,9462.0,76.62337662337663,50.0,?
pima-withheaders,9,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,52.0,25.0,0.0,67.53246753246754,32.467532467532465,0.0,0.26833903458760927,0.3246753246753247,0.5698028822981898,71.36384231989118,119.41159432934317,71.96830017538234,26850.0,-26778.031699824616,0.9346532490309395,348.7012987012987,-347.76664545226777,18.52889458177107,0.24063499456845544,25.745911097826806,0.48148148148148145,13.0,0.22,11.0,0.78,39.0,0.5185185185185185,14.0,0.5416666666666666,0.48148148148148145,0.5098039215686274,0.2693793281882624,0.6307407407407407,0.4426206509539843,0.6753246753246753,0.41384319384319385,0.5861568061568062,0.3246753246753247,0.6677591276647881,0.6753246753246753,0.6705036824968293,0.2693793281882624,0.6307407407407407,0.6206717912488557,0.6335427374833429,0.6753246753246753,0.001,0.0,6.61E-4,2.1000000000000002E-5,0.661,0.021,1402.0,71476.0,9462.0,67.53246753246754,50.0,?
pima-withheaders,9,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,53.0,24.0,0.0,68.83116883116882,31.16883116883117,0.0,0.33810888252148996,0.3116883116883117,0.5582905262390825,68.50928862709554,116.9989901916448,71.96830017538234,25776.0,-25704.031699824616,0.9346532490309395,334.75324675324674,-333.8185935042158,20.66647080551551,0.26839572474695467,28.716074653913715,0.6296296296296297,17.0,0.28,14.0,0.72,36.0,0.37037037037037035,10.0,0.5483870967741935,0.6296296296296297,0.5862068965517241,0.3401851500506696,0.6748148148148149,0.47515089450573317,0.6883116883116883,0.3386820586820587,0.6613179413179413,0.3116883116883117,0.7004790440975573,0.6883116883116883,0.69256605463502,0.3401851500506696,0.6748148148148149,0.650570081636911,0.668103448275862,0.6883116883116883,0.0,0.0,6.57E-4,2.0E-5,0.657,0.02,1378.0,71476.0,9462.0,68.83116883116882,50.0,?
pima-withheaders,9,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,57.0,20.0,0.0,74.02597402597402,25.974025974025974,0.0,0.41974378296910325,0.2597402597402597,0.5096471914376255,57.09107385591294,106.80497688881589,71.96830017538234,21480.0,-21408.031699824616,0.9346532490309395,278.961038961039,-278.026385712008,29.216775700493315,0.37943864546095213,40.59672887826143,0.5925925925925926,16.0,0.18,9.0,0.82,41.0,0.4074074074074074,11.0,0.64,0.5925925925925926,0.6153846153846153,0.4204522053456932,0.7062962962962963,0.5221164021164021,0.7402597402597403,0.32766714766714766,0.6723328523328522,0.2597402597402597,0.7364035964035964,0.7402597402597403,0.7378112083994437,0.4204522053456933,0.7062962962962963,0.6788080750418413,0.7096530920060331,0.7402597402597403,0.0,0.0,6.56E-4,2.0E-5,0.656,0.02,1402.0,71476.0,9462.0,74.02597402597402,50.0,?
pima-withheaders,9,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,50.0,27.0,0.0,64.93506493506493,35.064935064935064,0.0,0.20980615735461797,0.35064935064935066,0.592156525463792,77.07294970548247,124.0961690347356,71.96830017538234,28998.0,-28926.031699824616,0.9346532490309395,376.5974025974026,-375.6627493483716,14.253742134282161,0.18511353421145665,19.80558398565294,0.4444444444444444,12.0,0.24,12.0,0.76,38.0,0.5555555555555556,15.0,0.5,0.4444444444444444,0.47058823529411764,0.21061953138798983,0.6022222222222222,0.417027417027417,0.6493506493506493,0.44490620490620486,0.5550937950937951,0.35064935064935066,0.6408968390100466,0.6493506493506493,0.6441439770965756,0.2106195313879898,0.6022222222222221,0.6012627411794282,0.6042261564820102,0.6493506493506493,0.001,0.0,6.630000000000001E-4,2.1000000000000002E-5,0.663,0.021,1378.0,71476.0,9462.0,64.93506493506493,50.0,?
pima-withheaders,9,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,59.0,18.0,0.0,76.62337662337663,23.376623376623378,0.0,0.4777694046721929,0.23376623376623376,0.48349377841522817,51.38196647032165,101.32409772309076,71.96830017538234,19332.0,-19260.031699824616,0.9346532490309395,251.06493506493507,-250.1302818159041,33.49192814798221,0.43496010581795075,46.53705599043528,0.6296296296296297,17.0,0.16,8.0,0.84,42.0,0.37037037037037035,10.0,0.68,0.6296296296296297,0.6538461538461539,0.4785757597651158,0.7348148148148148,0.5580182780182781,0.7662337662337663,0.2966041366041366,0.7033958633958634,0.23376623376623376,0.7629170829170829,0.7662337662337663,0.7640300875594993,0.4785757597651158,0.7348148148148148,0.7036931899269562,0.7386877828054299,0.7662337662337663,0.001,0.0,6.57E-4,2.0E-5,0.657,0.02,1378.0,71476.0,9462.0,76.62337662337663,50.0,?
pima-withheaders,9,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,55.0,21.0,0.0,72.36842105263158,27.63157894736842,0.0,0.34375000000000006,0.27631578947368424,0.5256574830378469,61.04037527223984,110.7853739899665,70.45387453942844,22554.0,-22483.546125460573,0.9270246649924795,296.7631578947368,-295.83613322974435,25.60233539522593,0.3368728341477096,36.33914467102582,0.46153846153846156,12.0,0.14,7.0,0.86,43.0,0.5384615384615384,14.0,0.631578947368421,0.46153846153846156,0.5333333333333333,0.3522819383711917,0.6607692307692308,0.4757085020242915,0.7236842105263158,0.40214574898785427,0.5978542510121457,0.27631578947368424,0.7123730378578024,0.7236842105263158,0.7112313494015413,0.35228193837119176,0.6607692307692308,0.6501615881809789,0.6685358255451714,0.7236842105263158,0.001,0.0,6.64E-4,2.1000000000000002E-5,0.664,0.021,1426.0,71577.0,9361.0,72.36842105263158,50.0,?
pima-withheaders,9,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,58.0,18.0,0.0,76.3157894736842,23.68421052631579,0.0,0.4318936877076413,0.23684210526315788,0.4866642633922876,52.32032166191985,102.56732600073019,70.45387453942844,19332.0,-19261.546125460573,0.9270246649924795,254.3684210526316,-253.44139638763912,32.00969813011201,0.42118023855410536,45.433552575164995,0.5,13.0,0.1,5.0,0.9,45.0,0.5,13.0,0.7222222222222222,0.5,0.5909090909090908,0.4463560422746574,0.7,0.5321637426900585,0.7631578947368421,0.3631578947368421,0.636842105263158,0.23684210526315788,0.7575115950796532,0.7631578947368421,0.7503987240829346,0.44635604227465747,0.7000000000000001,0.6847305802315833,0.7121212121212122,0.7631578947368421,0.001,0.0,6.670000000000001E-4,2.1000000000000002E-5,0.667,0.021,1402.0,71577.0,9361.0,76.3157894736842,50.0,?
pima-withheaders,10,1,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,63.0,14.0,0.0,81.81818181818181,18.181818181818183,0.0,0.5938206480783723,0.18181818181818182,0.4264014327112209,39.96375169913918,89.35945479776801,71.96830017538248,15036.0,-14964.031699824618,0.9346532490309413,195.27272727272728,-194.33807402369635,42.04223304296011,0.5460030265319495,58.417710214783014,0.7037037037037037,19.0,0.12,6.0,0.88,44.0,0.2962962962962963,8.0,0.76,0.7037037037037037,0.7307692307692308,0.5948228686039609,0.7918518518518518,0.6387109187109188,0.8181818181818182,0.23447811447811442,0.7655218855218855,0.18181818181818182,0.8159440559440558,0.8181818181818182,0.8164678458796105,0.5948228686039609,0.7918518518518518,0.7580788043125706,0.7967571644042233,0.8181818181818182,0.001,0.0,7.059999999999999E-4,3.3E-5,0.706,0.033,1402.0,71476.0,9462.0,81.81818181818181,50.0,?
pima-withheaders,10,2,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,49.0,28.0,0.0,63.63636363636363,36.36363636363637,0.0,0.214857975236708,0.36363636363636365,0.6030226891555273,79.92750339827836,126.37335290126906,71.96830017538248,30072.0,-30000.031699824616,0.9346532490309413,390.54545454545456,-389.6108012964236,12.116165910537694,0.15735280403295707,16.835420429565957,0.5185185185185185,14.0,0.3,15.0,0.7,35.0,0.48148148148148145,13.0,0.4827586206896552,0.5185185185185185,0.5,0.2151966538534342,0.6092592592592593,0.41915045363321224,0.6363636363636364,0.4178451178451178,0.5821548821548821,0.36363636363636365,0.6427638453500522,0.6363636363636364,0.6391465677179962,0.2151966538534342,0.6092592592592593,0.6049111080738936,0.6071428571428571,0.6363636363636364,0.001,0.0,6.83E-4,2.7E-5,0.683,0.027,1450.0,71476.0,9462.0,63.63636363636363,50.0,?
pima-withheaders,10,3,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,62.0,15.0,0.0,80.51948051948052,19.48051948051948,0.0,0.5367027677496993,0.19480519480519481,0.4413674147523748,42.818305391934835,92.49582323632441,71.96830017538248,16110.0,-16038.031699824618,0.9346532490309413,209.2207792207792,-208.28612597174828,39.904656819215624,0.5182422963534496,55.44754665869604,0.5555555555555556,15.0,0.06,3.0,0.94,47.0,0.4444444444444444,12.0,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.5587235474821028,0.7477777777777778,0.6188071188071189,0.8051948051948052,0.30963924963924966,0.6903607503607504,0.19480519480519481,0.8094871230464451,0.8051948051948052,0.7937567020135827,0.5587235474821028,0.7477777777777777,0.7285262613239721,0.764525993883792,0.8051948051948052,0.001,0.0,8.110000000000001E-4,2.9999999999999997E-5,0.811,0.03,1402.0,71476.0,9462.0,80.51948051948052,50.0,?
pima-withheaders,10,4,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,52.0,25.0,0.0,67.53246753246754,32.467532467532465,0.0,0.21332243563547207,0.3246753246753247,0.5698028822981898,71.36384231989138,119.41159432934315,71.96830017538248,26850.0,-26778.031699824616,0.9346532490309413,348.7012987012987,-347.76664545226777,18.528894581771038,0.24063499456845502,25.74591109782671,0.3333333333333333,9.0,0.14,7.0,0.86,43.0,0.6666666666666666,18.0,0.5625,0.3333333333333333,0.4186046511627907,0.22737814246785276,0.5966666666666667,0.4212662337662338,0.6753246753246753,0.48199134199134197,0.5180086580086579,0.3246753246753247,0.6549792420694059,0.6753246753246753,0.6498839522095337,0.22737814246785276,0.5966666666666667,0.6004041333373886,0.5966897129687827,0.6753246753246753,0.001,0.0,6.6E-4,2.1000000000000002E-5,0.66,0.021,1402.0,71476.0,9462.0,67.53246753246754,50.0,?
pima-withheaders,10,5,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.4439376662865831,0.24675324675324675,0.496742636335202,54.236520163117454,104.10061447373626,71.96830017538248,20406.0,-20334.031699824616,0.9346532490309413,265.012987012987,-264.07833376395604,31.354351924237744,0.4071993756394512,43.56689243434824,0.5925925925925926,16.0,0.16,8.0,0.84,42.0,0.4074074074074074,11.0,0.6666666666666666,0.5925925925925926,0.627450980392157,0.44565871858907996,0.7162962962962963,0.5379188712522046,0.7532467532467533,0.32065416065416064,0.6793458393458393,0.24675324675324675,0.7483459936290124,0.7532467532467533,0.7495827986975903,0.44565871858907996,0.7162962962962963,0.688332903721289,0.7214924804873406,0.7532467532467533,0.001,0.0,6.51E-4,2.0E-5,0.651,0.02,1402.0,71476.0,9462.0,75.32467532467533,50.0,?
pima-withheaders,10,6,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,55.0,22.0,0.0,71.42857142857143,28.571428571428573,0.0,0.3011551155115511,0.2857142857142857,0.5345224838248488,62.80018124150442,112.01800478959863,71.96830017538248,23628.0,-23556.031699824616,0.9346532490309413,306.85714285714283,-305.9224896081119,24.941623253004394,0.3239171851039532,34.65640176608748,0.37037037037037035,10.0,0.1,5.0,0.9,45.0,0.6296296296296297,17.0,0.6666666666666666,0.37037037037037035,0.47619047619047616,0.32575006116601346,0.6351851851851852,0.46769280102613436,0.7142857142857143,0.44391534391534393,0.5560846560846561,0.2857142857142857,0.7050691244239631,0.7142857142857143,0.6887755102040816,0.32575006116601346,0.6351851851851852,0.6303344051563575,0.6398809523809523,0.7142857142857143,0.0,0.0,6.55E-4,2.0E-5,0.655,0.02,1402.0,71476.0,9462.0,71.42857142857143,50.0,?
pima-withheaders,10,7,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,52.0,25.0,0.0,67.53246753246754,32.467532467532465,0.0,0.26833903458760927,0.3246753246753247,0.5698028822981898,71.36384231989138,119.41159432934315,71.96830017538248,26850.0,-26778.031699824616,0.9346532490309413,348.7012987012987,-347.76664545226777,18.528894581771034,0.240634994568455,25.745911097826706,0.48148148148148145,13.0,0.22,11.0,0.78,39.0,0.5185185185185185,14.0,0.5416666666666666,0.48148148148148145,0.5098039215686274,0.2693793281882624,0.6307407407407407,0.4426206509539843,0.6753246753246753,0.41384319384319385,0.5861568061568062,0.3246753246753247,0.6677591276647881,0.6753246753246753,0.6705036824968293,0.2693793281882624,0.6307407407407407,0.6206717912488557,0.6335427374833429,0.6753246753246753,0.0,0.0,6.52E-4,2.1000000000000002E-5,0.652,0.021,1426.0,71476.0,9462.0,67.53246753246754,50.0,?
pima-withheaders,10,8,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,691.0,77.0,56.0,21.0,0.0,72.72727272727273,27.272727272727273,0.0,0.35138387484957884,0.2727272727272727,0.5222329678670935,59.94562754870876,109.44253397391489,71.96830017538248,22554.0,-22482.031699824616,0.9346532490309413,292.90909090909093,-291.97443766005995,27.07919947674884,0.35167791528245246,37.6265653221744,0.4444444444444444,12.0,0.12,6.0,0.88,44.0,0.5555555555555556,15.0,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.3658010669613767,0.6622222222222223,0.4911014911014911,0.7272727272727273,0.4028282828282828,0.5971717171717171,0.2727272727272727,0.7180277349768875,0.7272727272727273,0.7112593828190158,0.3658010669613767,0.6622222222222223,0.6489532919204942,0.6703363914373088,0.7272727272727273,0.001,0.0,6.56E-4,2.0E-5,0.656,0.02,1402.0,71476.0,9462.0,72.72727272727273,50.0,?
pima-withheaders,10,9,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,55.0,21.0,0.0,72.36842105263158,27.63157894736842,0.0,0.3564516129032259,0.27631578947368424,0.5256574830378469,61.04037527224006,110.78537398996649,70.45387453942848,22554.0,-22483.546125460573,0.92702466499248,296.7631578947368,-295.83613322974435,25.602335395225932,0.33687283414770963,36.3391446710258,0.5,13.0,0.16,8.0,0.84,42.0,0.5,13.0,0.6190476190476191,0.5,0.5531914893617021,0.36071117824729815,0.67,0.4805764411027569,0.7236842105263158,0.3836842105263158,0.6163157894736843,0.27631578947368424,0.7141717931191616,0.7236842105263158,0.7155655095184772,0.3607111782472982,0.67,0.6556693767912606,0.6765957446808512,0.7236842105263158,0.001,0.0,6.83E-4,2.8E-5,0.683,0.028,1402.0,71577.0,9361.0,72.36842105263158,50.0,?
pima-withheaders,10,10,weka.classifiers.rules.OneR,'-B 6',-3459427003147861443,2.02005090245E7,692.0,76.0,53.0,23.0,0.0,69.73684210526316,30.263157894736842,0.0,0.3085443037974683,0.3026315789473684,0.5501196042201808,66.85374434578672,115.94090840395603,70.45387453942848,24702.0,-24631.546125460573,0.92702466499248,325.0263157894737,-324.0992911244812,21.33076023863521,0.2806678978767791,30.276206068266355,0.5,13.0,0.2,10.0,0.8,40.0,0.5,13.0,0.5652173913043478,0.5,0.5306122448979592,0.30980689425983887,0.65,0.4536613272311213,0.6973684210526315,0.3973684210526316,0.6026315789473684,0.3026315789473684,0.6898881740857475,0.6973684210526315,0.6925114450481266,0.30980689425983887,0.65,0.6389844884435951,0.6536556370120865,0.6973684210526315,0.001,0.0,6.6E-4,2.7E-5,0.66,0.027,1426.0,71577.0,9361.0,69.73684210526316,50.0,?
pima-withheaders,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,58.0,19.0,0.0,75.32467532467533,24.675324675324674,0.0,0.480284191829485,0.27522213682460117,0.4343645090596037,60.49400025990661,91.02824881771309,71.96830017538234,117.93391401796515,-45.96561384258281,0.9346532490309395,1.5316092729605864,-0.5969560239296469,28.037633792516388,0.3641251141885245,38.95831042860592,0.7407407407407407,20.0,0.24,12.0,0.76,38.0,0.25925925925925924,7.0,0.625,0.7407407407407407,0.6779661016949152,0.4848401374141137,0.8125925925925926,0.5987158335748981,0.7532467532467533,0.2525060125060125,0.7474939874939874,0.24675324675324675,0.7674963924963925,0.7532467532467533,0.7572088928021131,0.4848401374141137,0.8125925925925926,0.7993164922733947,0.7389830508474576,0.7532467532467533,0.001,0.0,6.03E-4,1.57E-4,0.603,0.157,3627.0,71476.0,9462.0,93.50649350649351,79.22077922077922,?
pima-withheaders,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,63.0,14.0,0.0,81.81818181818181,18.181818181818183,0.0,0.6074289876183541,0.24437332855870214,0.380152882667694,53.713412634266554,79.66730814901194,71.96830017538234,240.10013887754963,-168.13183870216727,0.9346532490309395,3.1181836217863586,-2.183530372755419,33.68733469517382,0.4374978531840755,46.808573515116855,0.7777777777777778,21.0,0.16,8.0,0.84,42.0,0.2222222222222222,6.0,0.7241379310344828,0.7777777777777778,0.75,0.6083864722500479,0.8518518518518519,0.7634142217284675,0.8181818181818182,0.2004040404040404,0.7995959595959596,0.18181818181818182,0.8221003134796238,0.8181818181818182,0.8195732838589982,0.6083864722500479,0.8518518518518519,0.832728855178415,0.8035714285714286,0.8181818181818182,0.001,0.0,5.87E-4,1.4399999999999998E-4,0.587,0.144,3627.0,71476.0,9462.0,94.8051948051948,78.57142857142857,?
pima-withheaders,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,60.0,17.0,0.0,77.92207792207792,22.07792207792208,0.0,0.5110197982816587,0.27854141331791643,0.41982630733138954,61.22357933870463,87.98152880105448,71.96830017538234,62.27489227520468,9.693407900177661,0.9346532490309395,0.8087648347429179,0.12588841428802158,27.99150041168314,0.3635259793725083,38.89420806587006,0.6666666666666666,18.0,0.16,8.0,0.84,42.0,0.3333333333333333,9.0,0.6923076923076923,0.6666666666666666,0.6792452830188679,0.5112313234371975,0.8274074074074074,0.7561645329909547,0.7792207792207793,0.27255411255411255,0.7274458874458873,0.22077922077922077,0.7775166010460127,0.7792207792207793,0.7782309228227403,0.5112313234371975,0.8274074074074074,0.851338022771475,0.7554642256678497,0.7792207792207793,0.001,0.0,6.35E-4,1.56E-4,0.635,0.156,3627.0,71476.0,9462.0,94.8051948051948,81.16883116883118,?
pima-withheaders,1,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.02005090245E7,691.0,77.0,64.0,13.0,0.0,83.11688311688312,16.883116883116884,0.0,0.6260739633918567,0.2126436012294055,0.3329914095765508,46.73919843968488,69.78384341464671,71.96830017538234,37.483120552034414,34.485179623347925,0.9346532490309395,0.48679377340304436,0.44785947562789513,38.748872207900426,0.5032321065961094,53.84158318797553,0.7407407407407407,20.0,0.12,6.0,0.88,44.0,0.25925925925925924,7.0,0.7692307692307693,0.7407407407407407,0.7547169811320754,0.626333112632122,0.9177777777777778,0.8844352105790014,0.8311688311688312,0.21042809042809038,0.7895719095719097,0.16883116883116883,0.8299543593661242,0.8311688311688312,0.8304118821585662,0.626333112632122,0.9177777777777778,0.9297449559605253,0.8130020549224735,0.8311688311688312,0.0,0.0,5.83E-4,1.65E-4,0.583,0.165,3627.0,71476.0,9462.0,100.0,79.22077922077922,?
